"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"rank"
"PTP4A1"	0.23338718279142	8.16813820973169	33.0036916276261	0.00163216035596184	0.0232097375299116	-2.78723717506243
"CCSER1"	0.590009991114219	5.56653439446934	91.3178438161246	0.00164146534599237	0.0233191275380566	-2.7847682815019
"MID1IP1"	0.340848376722486	7.08826492596929	57.4350314544426	0.00165037657295111	0.0234227144239637	-2.78241694978907
"TMEM167A"	0.348411365704581	7.02547137649647	75.8706859260917	0.00165620240140399	0.0234823520873573	-2.78088658998984
"CCT5"	0.206512211233456	8.51155291948002	32.5025258763596	0.00166887201292067	0.0236347153539181	-2.7775769684218
"RAB17"	0.413152022116904	6.54449182434099	88.8187138769774	0.00167021705792452	0.0236347153539181	-2.77722708517982
"SET"	0.16238291082263	9.50115247233597	13.3343729659546	0.00168710902979251	0.0238504113283082	-2.77285685012742
"TSR1"	0.382232799330028	6.75745022151095	74.9011895068428	0.00170218687566925	0.0240356806043152	-2.76899276233795
"GDNF"	1.48534211173268	3.29933097862457	211.582288446658	0.00172459736518916	0.0243090907362237	-2.76331228174268
"ARHGAP6"	1.10382150271976	3.95180708600926	140.270339418979	0.00173195813163169	0.0243890735147591	-2.7614626108297
"SCP2"	0.291405418874547	7.51618839072233	50.6770309588331	0.00175225940401329	0.0246509489307784	-2.75640160056963
"ATP5ME"	0.349802688816548	6.99682054446716	62.2939181069636	0.00176854626503155	0.0248558951262258	-2.75238357459105
"ZNF460"	0.399270196980251	6.62408905249247	79.2948267759391	0.0017744741447557	0.0249149952247155	-2.75093032422382
"ZDHHC9"	0.523906210035761	5.86767872540325	108.535802232474	0.00179282334409033	0.0251238480641806	-2.7464625015513
"ATP5F1A"	0.179168771600407	10.1341712251401	13.1370984042904	0.00179474445624982	0.0251264223874975	-2.74599737947631
"BAG1"	0.260354296006176	7.82770745696948	47.6409116734365	0.00181247462292838	0.0253025741051506	-2.74172806541867
"SDHD"	0.436718370496347	6.36799370746379	64.674680137491	0.00181257549252773	0.0253025741051506	-2.74170389631258
"SLC29A1"	0.498684705244501	5.99891930469249	101.90861274419	0.00182329076616673	0.0254276095084892	-2.73914406745462
"NEDD4L"	0.501864419790073	5.97633887941551	90.2505882134112	0.00185821829846018	0.025790357996479	-2.73090326760412
"GPATCH4"	0.453859503596297	6.2539634882006	78.4214762412001	0.00186101103603732	0.0258043543654571	-2.73025105143887
"ITPA"	0.488310147798091	6.04631867123844	75.0394311883316	0.00189658102174814	0.0262606496875223	-2.72202859954884
"RPLP2"	0.149635753051736	9.60750093455473	12.9605866139217	0.00189755074840692	0.0262606496875223	-2.72180660043466
"MTARC1"	0.626397023369384	5.36702740177165	109.291682383229	0.00190184683103867	0.0262949415587775	-2.72082446274735
"SLC16A1"	0.376673732449979	6.76686486166782	54.8721212335726	0.00191576399407356	0.0264620619697151	-2.71765799337053
"MFSD4A"	1.15526194231426	3.81896433666205	173.107201517655	0.00194123771633494	0.0267883395549961	-2.71192127936117
"PRKAA2"	0.38627219848866	6.69222349274288	57.3115858937121	0.0019441776876411	0.0268033343361922	-2.71126404535855
"COMTD1"	0.545663576222215	5.73428313243149	102.918263886519	0.0019480359247127	0.0268240453740179	-2.71040303834004
"CAT"	0.369397302582825	6.81680832502583	72.5553808140411	0.00195124434611166	0.0268240453740179	-2.7096883423311
"TMED3"	0.431984987217684	6.37789405764881	78.1215794886822	0.00195648238858775	0.0268705112096449	-2.70852405707768
"NT5DC3"	0.456955685419363	6.21924600657236	93.8656488435865	0.00197441005068597	0.0270910039402471	-2.70456264687581
"LRRC75B"	0.710034546515335	5.01982469008935	145.929420593909	0.00200652248854102	0.0274016319445517	-2.69755596845218
"GTPBP4"	0.349263129647908	6.96632239065718	68.5836761832364	0.0020116316800438	0.0274454880724466	-2.69645153354034
"S100A6"	0.64878480141187	5.25763633072515	86.3887987068297	0.00201648718584221	0.0274705813546944	-2.69540453345587
"CUL4B"	0.336261749263465	7.07176275488394	70.0742686219007	0.00202309130260905	0.0275239383051101	-2.69398451696992
"YWHAG"	0.190979035829263	8.68327931925871	32.9284518326514	0.0020255268575031	0.0275311742605356	-2.69346199390816
"COX7C"	0.181631487711557	8.82030692978106	24.0844997747244	0.00207260504410705	0.0281446142233579	-2.68348344923609
"TDRD6"	1.43068283076948	3.33532206696622	195.256945973203	0.00207692686493419	0.0281768445784975	-2.68257879605745
"PYGL"	1.03031297697829	4.06770881212069	144.589870848502	0.00210832209109979	0.0285492079414655	-2.6760630406598
"RAB4A"	0.398061009261161	6.58511030424077	70.999668286643	0.00211521608949564	0.0286157671527465	-2.67464525869947
"TRNP1"	0.682971661922966	5.10816249021121	107.563623075544	0.00211795313605845	0.0286260170595115	-2.67408365375468
"SLC2A12"	1.21324648958541	3.68180386002009	190.63397574863	0.00216419269267491	0.0291964129864408	-2.66470407367648
"COX5B"	0.243600903731234	7.96472752698975	30.946307110521	0.00219298685380205	0.0295473110081676	-2.65896397175993
"GRPEL1"	0.447822963260805	6.24217754290209	88.8878271239554	0.00222944120615218	0.0299648501146588	-2.65180397618738
"TRMT61A"	0.631523025016956	5.29989048274436	112.908128281486	0.00225519528641746	0.0302828544402686	-2.64681584485418
"MRTO4"	0.402714950463455	6.53205693184116	62.9196036008039	0.00227810133139872	0.0305198387661257	-2.64242696213201
"HAGHL"	0.377473560062808	6.71333881589503	75.3910615368703	0.00227917479376405	0.0305198387661257	-2.64222236676512
"CYB561"	0.311869862741779	7.24887681447022	65.2143983770354	0.00230261054665485	0.0307766670293184	-2.63777951046891
"ECHS1"	0.205167251972063	8.43946427047872	28.7223507378516	0.0023211948901851	0.0309565048971617	-2.63428839415044
"MET"	0.902290415365864	4.36750118875005	160.786403361968	0.00232170099632731	0.0309565048971617	-2.63419371224886
"LINC00511"	0.93994305939539	4.26580837932245	156.995899173133	0.00232639716302683	0.0309565048971617	-2.63331614043013
"SUCLG1"	0.313049458884945	7.23524746003532	55.4175809439137	0.00232718230508152	0.0309565048971617	-2.63316959394159
"TUNAR"	2.4116687157334	2.41096353381031	157.653332681939	0.00232890867985839	0.0309565048971617	-2.63284754049544
"MRPL32"	0.366731254145035	6.78678305883849	69.5438584564361	0.00234268923364229	0.0310540528844499	-2.63028531834527
"AIFM1"	0.327760696058084	7.09870281097564	69.6257340670645	0.00238263638459008	0.0314682076657003	-2.62294223050931
"RPL7A"	0.188382698359946	10.4664721288267	12.2219328627244	0.00240488847815698	0.0317331178568488	-2.61890505835211
"OSBPL5"	0.75001007539008	4.82661531821446	134.788623246843	0.00242505743571354	0.0318947857797782	-2.61527797099241
"NDUFA5"	0.259435296275926	7.75675693999706	37.978853086622	0.00242596213232997	0.0318947857797782	-2.61511598246717
"ATAD3A"	0.263282274054983	7.71360246702882	38.7364986858965	0.00243656342191642	0.0320050683085879	-2.61322227977628
"NIPAL3"	0.343725381051161	6.95361225091718	71.4275494866791	0.00247553253817838	0.0324579796619544	-2.60633136096714
"DDAH1"	0.248476365979139	7.8735019107971	35.2931972887925	0.00248049519222893	0.0324935882880569	-2.60546161038973
"TRIB3"	0.272978412942241	7.60474721269989	53.0356958714175	0.00248824252186516	0.0325655776934063	-2.60410729248013
"PUM3"	0.420040034742969	6.3855838687281	53.7162795155406	0.00252556660570289	0.0329943489175024	-2.5976411735354
"IMPDH1"	0.342636199859244	6.95638581562651	52.9171457205425	0.00252841984445715	0.0330018120853243	-2.59715080974421
"PNPT1"	0.324963312314437	7.1028991358888	53.9492600663166	0.00255654164458712	0.0332787626138784	-2.5923471284735
"CASZ1"	0.713679508381634	4.94137418770609	141.730431447607	0.0025618833960737	0.0333183072608075	-2.59144064102154
"SI"	1.66172112289041	2.9931067472867	191.148976403775	0.00256913990290396	0.0333526941434445	-2.59021224551768
"METTL8"	0.714202846976427	4.93369588885613	139.251571383845	0.00261683799894184	0.0338455064506493	-2.58222316247412
"CAB39L"	0.775519290557076	4.7195846259531	148.752231159551	0.00261753152847217	0.0338455064506493	-2.58210807848999
"HDGF"	0.170304151157046	8.93869980603752	18.5966691720327	0.00262025349050995	0.0338455064506493	-2.58165669180837
"CMBL"	0.663590043371701	5.12700580876056	126.366461081317	0.00262114280353528	0.0338455064506493	-2.5815093174365
"ATP5F1E"	0.234401881304049	8.02282634924895	39.3461416316227	0.00263275953493451	0.0339651814399847	-2.57958880569458
"SCARNA21"	0.32346728987587	7.10718703530227	66.8100419549154	0.0026365157383454	0.0339833249625233	-2.5789696318591
"CRYBG1"	0.686093793748397	5.03228390267773	142.092399001428	0.00268401604180659	0.0345340213492944	-2.57121489280734
"CSRNP1"	0.665525247053498	5.11003016484533	136.073744880458	0.00271079396738497	0.0348475576500635	-2.56690348951214
"DDIT4"	0.947866690028781	4.20162407201925	157.810140135319	0.00275251504475734	0.0353210936799295	-2.56027029857338
"KLF15"	0.657184316088718	5.13780431209203	133.545744095037	0.00276688296255568	0.0354739906068087	-2.5580092108595
"MRRF"	0.476651032588296	6.00522489593549	102.123955876943	0.00280317580730565	0.0358439686341771	-2.55234966365663
"ENAH"	0.266914904880549	7.63390257019714	53.9574556863833	0.0028076984821853	0.0358488878870386	-2.55164953277944
"PLPP3"	0.759099417065282	4.7557165805363	134.126299704267	0.00280851818393132	0.0358488878870386	-2.55152275991123
"CRIP2"	0.715902178321976	4.90760520677273	130.220956416362	0.00281330915988117	0.035866562515125	-2.5507825397677
"ZNF124"	0.432323042803183	6.2744418999792	72.7703904425054	0.00281486298262113	0.035866562515125	-2.55054274018735
"LINC02985"	0.820737730238924	4.55354223356521	130.389062216266	0.002829087013009	0.0359843943554407	-2.54835369492953
"RPL23A"	0.29117380665826	7.38430406054394	52.1432579719081	0.00283192779089285	0.0359888749665136	-2.5479178245757
"NDUFA4"	0.176526815174006	8.81100789781109	14.2994886303282	0.00284721604917985	0.0361513946472687	-2.54557957696733
"RPL38"	0.183806403206053	8.69319592432165	30.5412700107952	0.00286770401936164	0.0363795925684281	-2.54246567496774
"TIMM17A"	0.335717247137641	6.97699166472029	54.7318296989541	0.00287535493882632	0.0364446828442649	-2.54130853759726
"RPL8"	0.177738892216587	10.3186154495878	11.6656358760288	0.00288698586543557	0.0365600609333881	-2.53955534240205
"DGAT2"	0.876459229315925	4.38126551366355	129.244327253556	0.00290084671739682	0.0366713682054133	-2.53747521899034
"SARS1"	0.23670832768114	7.96385376053319	45.5762912752687	0.0029271431792422	0.0369392187244334	-2.53355603382381
"HSH2D"	1.90220819312016	2.72457948946765	163.321234300503	0.00294534240403945	0.037086834439066	-2.53086421003106
"WNT10B"	1.18570852828557	3.65740187354626	157.86531431122	0.00295133846370269	0.0371150059670159	-2.52998098213359
"PPARGC1B"	0.814945885277796	4.55923389023306	128.461677788122	0.00296023151652845	0.0371622119722521	-2.52867432190766
"CDH7"	0.864603242771786	4.40919566569808	164.977783594421	0.00296770785736561	0.0372026235975176	-2.52757885345322
"EPN3"	0.942714032623849	4.19495741519862	127.576627738029	0.00296859546615512	0.0372026235975176	-2.52744898016972
"TMEM45B"	0.871745562887305	4.38682383485922	154.53248085482	0.00298730699398856	0.0373639741899903	-2.52472014433786
"VPS13C"	0.232876228139239	8.00424824209758	40.0313589888189	0.00298922127906367	0.0373639741899903	-2.52444193483717
"ACSL1"	0.472066351602715	6.00866592571364	96.3731146719974	0.00303825323892708	0.0379275328987226	-2.51737603044523
"FZD3"	0.442195346623451	6.18086399671743	85.3242374111951	0.00312968780902667	0.0390185733570204	-2.50449898180789
"RPL19"	0.185333968253619	10.5547535888091	11.36352420343	0.00319326380179298	0.0397228024713463	-2.49576520205857
"ANG"	0.8478947298438	4.43810164924986	152.670429888081	0.00319441427701395	0.0397228024713463	-2.49560876178738
"UGT2B4"	1.36574818264992	3.32874403374882	156.667354366728	0.00322521387112392	0.0400369467847159	-2.49144148103825
"SAP30"	0.361586515691027	6.73198100419572	49.1498628392979	0.00324863495392479	0.0402931035194342	-2.4882990871786
"DEPTOR"	1.0208467102267	3.97847010131147	138.478105688067	0.00325458508396291	0.040332313182752	-2.48750437030044
"MTHFD2"	0.224344203841522	8.08173120595025	32.3932439768839	0.00329376071091521	0.0407131345309878	-2.48230795516746
"TC2N"	0.439211723706309	6.18390739075594	88.7679662273403	0.00330238679783885	0.0407848999746759	-2.48117206059203
"CA11"	0.603272984109589	5.31567306803397	91.4466591952744	0.00330902483831411	0.0408320112727804	-2.48029997291199
"TRNT1"	0.514046938640108	5.74450944806011	86.8715234898071	0.00336647314342768	0.0414701316867557	-2.47282484583518
"TRPM4"	0.478327279855343	5.94039135212284	84.4754906778495	0.00338781148996197	0.041697472142834	-2.47008076337882
"DCXR"	0.308191631463264	7.16768677153341	54.963091081878	0.00341356829374704	0.0419787624695321	-2.46679140398828
"RRP12"	0.395111424721851	6.46622804496874	79.8842523502614	0.00344221680347918	0.042259201538129	-2.46316177968265
"GABRA1"	0.850375818155951	4.40907197621147	156.976413671121	0.0034548830747065	0.042378726909589	-2.46156664608111
"TMEM141"	0.429192699033304	6.23237532301042	62.0108055192142	0.00347933000924733	0.0426356240369438	-2.45850437711675
"USP3"	0.430367043020816	6.22464536354622	91.201915706341	0.00348172258246651	0.0426356240369438	-2.45820583566088
"SHLD2"	0.509082297522938	5.75877227645549	87.1062428412381	0.00351002949981966	0.0429285221604674	-2.45468923351849
"GALNT1"	0.305291591957758	7.18605453113834	44.24591933893	0.00351157804700822	0.0429285221604674	-2.4544976746752
"JTB"	0.227396526565539	8.01627293722962	25.1405238547875	0.0035887643672438	0.0437611385152444	-2.4450550558393
"CRNDE"	0.423223648506872	6.25679299484645	76.7811932387336	0.00365167708704129	0.0444533283104302	-2.43750763352452
"IMMP2L"	0.756776692566382	4.68739118369299	142.556083314696	0.00368565142752411	0.0448291765726271	-2.43348574081015
"RELN"	1.26137765027266	3.46344178954391	182.412884448853	0.00370090093427832	0.0449390674320177	-2.43169253994463
"ADCY6"	0.289863360906174	7.31317816646822	47.5392607983782	0.00374501292777093	0.0453604497164349	-2.42654667877896
"PROCR"	1.08897601709844	3.78843458128523	165.107439251909	0.0037604295079558	0.045471012996703	-2.42476254808243
"PHB2"	0.172438135945586	8.7924377832093	23.3043406541127	0.0037797920346213	0.0456288417401446	-2.42253209452812
"CHST3"	0.841205211612349	4.40836002971366	120.921549747441	0.00381499346862609	0.0460153757658636	-2.41850620123258
"CANT1"	0.49827214845047	5.79205494896236	75.5483680130763	0.00382335811642586	0.046077837566459	-2.41755502170276
"ATP5MC1"	0.346738999676135	6.79478607100275	57.7380075859564	0.00389642172143247	0.0468802420427258	-2.40933404425257
"LRRFIP1"	0.379361035455416	6.53550626869175	73.4671825625975	0.00398479120899281	0.0479036163461796	-2.39959442938903
"ELK4"	0.395432770171396	6.41580615147392	32.8124457242774	0.00403035071736509	0.0484110731516062	-2.39465716031322
"SMCO4"	0.786746062640658	4.56088969631474	132.906116497093	0.00404612242794929	0.0485022586870994	-2.39296098044352
"ZBTB37"	0.26625544461822	7.52975237674015	50.2148536987983	0.00405215426209441	0.0485118004457032	-2.39231402977249
"CORO1B"	0.232722424303756	7.91088622760942	39.7804829258675	0.00408065555720138	0.0488126060117836	-2.3892700619089
"IL1R2"	2.8509276799949	2.10381265039677	163.978409928357	0.00410715707843663	0.0490683625374869	-2.38645868721362
"SFXN4"	0.619190805976422	5.18203095275566	121.720993352213	0.00410882222603351	0.0490683625374869	-2.38628264869259
"EEF1A2"	0.271432460556195	7.4590669700141	34.975224054183	0.00425630671497311	0.0506623108740256	-2.37096708376264
"BAZ1A"	0.269711545432719	7.47710721976117	45.1640089294258	0.00426584416951948	0.0507274989794088	-2.3699950132921
"RPL39"	0.34279505581185	6.79790904926969	20.3864835285305	0.00426879866255984	0.0507274989794088	-2.3696943281666
"RABGGTB"	0.343751166474458	6.78525963164371	66.5136385462461	0.00434350654309936	0.0514461847881268	-2.36215951992518
"AK2"	0.277179041797234	7.39192238155736	50.3591213580612	0.00436903488263631	0.051621717706443	-2.35961448784342
"PALMD"	1.40160741668092	3.19844037560736	166.106912956862	0.00439333028816091	0.0518664021448025	-2.35720614548641
"ZNF146"	0.294200442738782	7.22021035401064	52.2315262398262	0.00440474268848831	0.0519552578090048	-2.35607945665797
"PICK1"	0.441164037809482	6.08371427937207	88.4309970683045	0.00440804185670369	0.0519552578090048	-2.35575429027943
"COPZ1"	0.224395394135007	7.98908662063016	39.1174001062177	0.00442730730023697	0.0521208867503963	-2.35386033251282
"PPIF"	0.330746713111848	6.88757324016117	56.9162780941749	0.00442930229679415	0.0521208867503963	-2.35366467840808
"UQCRQ"	0.227825661842529	7.94367406111571	28.0723244443453	0.00445446443868297	0.0523743615546611	-2.3512045038171
"SNORA74A"	1.33532488687217	3.29199714743529	62.0343105551642	0.0044993167456401	0.0528158431618889	-2.34685343203081
